sample_id,listener_name,score
VoiceMOS2023Track2-B01-SF1-CDM1-30005,oXn8vVAk8GYl,2
VoiceMOS2023Track2-B01-SF1-CDM1-30005,q1b8yMPL8ePE,3
VoiceMOS2023Track2-B01-SF1-CDM1-30005,rEG8ZeXpQObN,3
VoiceMOS2023Track2-B01-SF1-CDM1-30007,10q8rwX1K2gE,5
VoiceMOS2023Track2-B01-SF1-CDM1-30007,Oye4AOAz87vG,3
VoiceMOS2023Track2-B01-SF1-CDM1-30007,PZ643Lg3QA7y,4
VoiceMOS2023Track2-B01-SF1-CDM1-30007,Px249BPgQkgb,4
VoiceMOS2023Track2-B01-SF1-CDM1-30007,ovRKaDZd83kG,4
VoiceMOS2023Track2-B01-SF1-CDM1-30007,q1b8yMry8ePE,4
VoiceMOS2023Track2-B01-SF1-CDM1-30008,03586LO64vMB,4
VoiceMOS2023Track2-B01-SF1-CDM1-30008,MOdKoRZ287L9,2
VoiceMOS2023Track2-B01-SF1-CDM1-30008,WRm85LJ1QDqA,2
VoiceMOS2023Track2-B01-SF1-CDM1-30008,mPgK0Avn4X76,2
VoiceMOS2023Track2-B01-SF1-CDM1-30008,oXn8vyEeQGYl,4
VoiceMOS2023Track2-B01-SF1-CDM1-30008,ovRKaDym83kG,3
VoiceMOS2023Track2-B01-SF1-CDM1-30009,3N78GrA2QJPn,4
VoiceMOS2023Track2-B01-SF1-CDM1-30009,MA1KMkA5QjVp,2
VoiceMOS2023Track2-B01-SF1-CDM1-30009,Px249bZMQkgb,2
VoiceMOS2023Track2-B01-SF1-CDM1-30009,bgz8qRJdKPVN,3
VoiceMOS2023Track2-B01-SF1-CDM1-30009,bgz8qRgDKPVN,2
VoiceMOS2023Track2-B01-SF1-CDM1-30009,eB78grd2QJ2A,3
VoiceMOS2023Track2-B01-SF1-CDM1-30010,Oye4APZaK7vG,1
VoiceMOS2023Track2-B01-SF1-CDM1-30010,ZxdQpXAXQJlr,3
VoiceMOS2023Track2-B01-SF1-CDM1-30010,bgz8qRLzKPVN,2
VoiceMOS2023Track2-B01-SF1-CDM1-30010,q1b8yM2L8ePE,2
VoiceMOS2023Track2-B01-SF1-CDM1-30010,xND8xldY8LRG,2
VoiceMOS2023Track2-B01-SF1-CDM1-30011,DgqQ2XY2KAMo,3
VoiceMOS2023Track2-B01-SF1-CDM1-30011,MNZ8DXAv8B9Y,3
VoiceMOS2023Track2-B01-SF1-CDM1-30011,PZ643LrlQA7y,3
VoiceMOS2023Track2-B01-SF1-CDM1-30011,VDmQ7LG681Yg,4
VoiceMOS2023Track2-B01-SF1-CDM1-30011,eB78gre5QJ2A,4
VoiceMOS2023Track2-B01-SF1-CDM1-30011,kbJ4lXAz4NpM,2
VoiceMOS2023Track2-B01-SF1-CDM1-30011,oXn8vyBEQGYl,2
VoiceMOS2023Track2-B01-SF1-CDM1-30012,03586EVjQvMB,3
VoiceMOS2023Track2-B01-SF1-CDM1-30012,Oye4APXrK7vG,4
VoiceMOS2023Track2-B01-SF1-CDM1-30012,Xv04Emld4MJE,5
VoiceMOS2023Track2-B01-SF1-CDM1-30012,eMw8ByAmQGa6,3
VoiceMOS2023Track2-B01-SF1-CDM1-30012,jzV4JyZOK2R7,5
VoiceMOS2023Track2-B01-SF1-CDM1-30012,jzV4Jyv5K2R7,4
VoiceMOS2023Track2-B01-SF1-CDM1-30012,lVX8O9534p9n,4
VoiceMOS2023Track2-B01-SF1-CDM1-30014,3kG8YNAbK6LP,3
VoiceMOS2023Track2-B01-SF1-CDM1-30014,D7G8kJnDQoJg,3
VoiceMOS2023Track2-B01-SF1-CDM1-30014,ZxdQpXAXQJlr,3
VoiceMOS2023Track2-B01-SF1-CDM1-30014,bgz8qR0zKPVN,4
VoiceMOS2023Track2-B01-SF1-CDM1-30014,mPgK0B0ZQX76,4
VoiceMOS2023Track2-B01-SF1-CDM1-30014,pkdQmJn38Z1N,4
VoiceMOS2023Track2-B01-SF1-CDM1-30014,pkdQmXAN4Z1N,3
VoiceMOS2023Track2-B01-SF1-CDM1-30015,MOdKoBAv87L9,1
VoiceMOS2023Track2-B01-SF1-CDM1-30015,WRm85LG2QDqA,3
VoiceMOS2023Track2-B01-SF1-CDM1-30015,XlR8d59YKvyg,3
VoiceMOS2023Track2-B01-SF1-CDM1-30015,dXkQwekeKr36,5
VoiceMOS2023Track2-B01-SF1-CDM1-30015,oXn8vykRQGYl,1
VoiceMOS2023Track2-B01-SF1-CDM1-30015,rXG81eA08LJN,3
VoiceMOS2023Track2-B01-SF1-CDM1-30016,MOdKoRk987L9,1
VoiceMOS2023Track2-B01-SF1-CDM1-30016,jzV4JymOK2R7,1
VoiceMOS2023Track2-B01-SF1-CDM1-30016,lVX8O9le4p9n,1
VoiceMOS2023Track2-B01-SF1-CDM1-30016,oXn8vyneQGYl,1
VoiceMOS2023Track2-B01-SF1-CDM1-30016,q1b8yjAJKePE,1
VoiceMOS2023Track2-B01-SF1-CDM1-30017,Gjy4NV7Z46Pb,3
VoiceMOS2023Track2-B01-SF1-CDM1-30017,PZ643LMlQA7y,3
VoiceMOS2023Track2-B01-SF1-CDM1-30017,VDmQ7Lkb81Yg,3
VoiceMOS2023Track2-B01-SF1-CDM1-30017,Xv04Emeq4MJE,3
VoiceMOS2023Track2-B01-SF1-CDM1-30017,kbJ4lX5V4NpM,4
VoiceMOS2023Track2-B01-SF1-CDM1-30017,lVX8ObA5Qp9n,4
VoiceMOS2023Track2-B01-SF1-CDM1-30018,75LQLXAgQwyp,4
VoiceMOS2023Track2-B01-SF1-CDM1-30018,Oye4AOAz87vG,1
VoiceMOS2023Track2-B01-SF1-CDM1-30018,Xv04EmAq4MJE,2
VoiceMOS2023Track2-B01-SF1-CDM1-30018,eB78grjbQJ2A,3
VoiceMOS2023Track2-B01-SF1-CDM1-30018,jzV4JyveK2R7,2
VoiceMOS2023Track2-B01-SF1-CDM1-30019,21eKjJV0KOBq,3
VoiceMOS2023Track2-B01-SF1-CDM1-30019,3kG8YN3WK6LP,4
VoiceMOS2023Track2-B01-SF1-CDM1-30019,MA1KMBPO4jVp,4
VoiceMOS2023Track2-B01-SF1-CDM1-30019,VDmQ7AbEK1Yg,3
VoiceMOS2023Track2-B01-SF1-CDM1-30019,bgL4b2y54jvA,5
VoiceMOS2023Track2-B01-SF1-CDM1-30019,eB78grEbQJ2A,3
VoiceMOS2023Track2-B01-SF1-CDM1-30020,10q8rzAk82gE,1
VoiceMOS2023Track2-B01-SF1-CDM1-30020,MA1KMB3b4jVp,3
VoiceMOS2023Track2-B01-SF1-CDM1-30020,MNZ8D2d24B9Y,2
VoiceMOS2023Track2-B01-SF1-CDM1-30020,VbPKe7A5Q3e6,2
VoiceMOS2023Track2-B01-SF1-CDM1-30020,eMw8BqzbQGa6,1
VoiceMOS2023Track2-B01-SF1-CDM1-30020,rXG81eBx8LJN,4
VoiceMOS2023Track2-B01-SF1-CDM1-30021,03586LZy4vMB,4
VoiceMOS2023Track2-B01-SF1-CDM1-30021,75LQLXDxQwyp,3
VoiceMOS2023Track2-B01-SF1-CDM1-30021,D7G8kJV2QoJg,3
VoiceMOS2023Track2-B01-SF1-CDM1-30021,DgqQ2Oaa8AMo,3
VoiceMOS2023Track2-B01-SF1-CDM1-30021,MNZ8DXAA8B9Y,2
VoiceMOS2023Track2-B01-SF1-CDM1-30021,Px249bWeQkgb,2
VoiceMOS2023Track2-B01-SF1-CDM1-30022,75LQLXmwQwyp,3
VoiceMOS2023Track2-B01-SF1-CDM1-30022,DgqQ2Obv8AMo,2
VoiceMOS2023Track2-B01-SF1-CDM1-30022,MOdKoBAv87L9,1
VoiceMOS2023Track2-B01-SF1-CDM1-30022,bgL4b2np4jvA,3
VoiceMOS2023Track2-B01-SF1-CDM1-30022,lVX8O9AZ4p9n,2
VoiceMOS2023Track2-B01-SF1-CDM1-30022,mPgK0BvjQX76,2
VoiceMOS2023Track2-B01-SF1-CDM1-30022,pkdQmXAq4Z1N,5
VoiceMOS2023Track2-B01-SF1-IDF1-30001,9xV4WOLl4anW,5
VoiceMOS2023Track2-B01-SF1-IDF1-30001,RAGKXP93KV2k,2
VoiceMOS2023Track2-B01-SF1-IDF1-30001,WRm85VRlKDqA,3
VoiceMOS2023Track2-B01-SF1-IDF1-30001,dXkQwekeKr36,5
VoiceMOS2023Track2-B01-SF1-IDF1-30001,eMw8BqBbQGa6,4
VoiceMOS2023Track2-B01-SF1-IDF1-30001,jzV4JbAo42R7,3
VoiceMOS2023Track2-B01-SF1-IDF1-30002,DgqQ2O9e8AMo,4
VoiceMOS2023Track2-B01-SF1-IDF1-30002,MNZ8D2N94B9Y,4
VoiceMOS2023Track2-B01-SF1-IDF1-30002,eMw8BqA5QGa6,5
VoiceMOS2023Track2-B01-SF1-IDF1-30002,q1b8yMEo8ePE,3
VoiceMOS2023Track2-B01-SF1-IDF1-30002,rEG8ZPRV4ObN,4
VoiceMOS2023Track2-B01-SF1-IDF1-30002,rXG81VB1KLJN,4
VoiceMOS2023Track2-B01-SF1-IDF1-30003,10q8rwV1K2gE,4
VoiceMOS2023Track2-B01-SF1-IDF1-30003,21eKjJV0KOBq,4
VoiceMOS2023Track2-B01-SF1-IDF1-30003,9a18RdJp4V2w,3
VoiceMOS2023Track2-B01-SF1-IDF1-30003,VDmQ7LZ681Yg,4
VoiceMOS2023Track2-B01-SF1-IDF1-30003,bgz8qRgDKPVN,4
VoiceMOS2023Track2-B01-SF1-IDF1-30003,jzV4JbAo42R7,3
VoiceMOS2023Track2-B01-SF1-IDF1-30003,ovRKapbD83kG,4
VoiceMOS2023Track2-B01-SF1-IDF1-30004,75LQLXDxQwyp,4
VoiceMOS2023Track2-B01-SF1-IDF1-30004,Eam8zn7P87Mx,4
VoiceMOS2023Track2-B01-SF1-IDF1-30004,Gjy4NVmo46Pb,4
VoiceMOS2023Track2-B01-SF1-IDF1-30004,oXn8vy5RQGYl,5
VoiceMOS2023Track2-B01-SF1-IDF1-30004,rEG8ZeXpQObN,3
VoiceMOS2023Track2-B01-SF1-IDF1-30005,03586LXq4vMB,5
VoiceMOS2023Track2-B01-SF1-IDF1-30005,Oye4APzkK7vG,5
VoiceMOS2023Track2-B01-SF1-IDF1-30005,eMw8Bqk2QGa6,5
VoiceMOS2023Track2-B01-SF1-IDF1-30005,lVX8O9eZ4p9n,5
VoiceMOS2023Track2-B01-SF1-IDF1-30005,mPgK0Avn4X76,3
VoiceMOS2023Track2-B01-SF1-IDF1-30007,Eam8znqk87Mx,5
VoiceMOS2023Track2-B01-SF1-IDF1-30007,VbPKepZp83e6,4
VoiceMOS2023Track2-B01-SF1-IDF1-30007,WRm85LWdQDqA,3
VoiceMOS2023Track2-B01-SF1-IDF1-30007,WRm85Lb1QDqA,4
VoiceMOS2023Track2-B01-SF1-IDF1-30007,q1b8yjAOKePE,4
VoiceMOS2023Track2-B01-SF1-IDF1-30008,Oye4AP1lK7vG,3
VoiceMOS2023Track2-B01-SF1-IDF1-30008,Px249bPeQkgb,2
VoiceMOS2023Track2-B01-SF1-IDF1-30008,VDmQ7LBm81Yg,3
VoiceMOS2023Track2-B01-SF1-IDF1-30008,ovRKapbD83kG,1
VoiceMOS2023Track2-B01-SF1-IDF1-30008,pkdQmXAq4Z1N,5
VoiceMOS2023Track2-B01-SF1-IDF1-30008,q1b8yMry8ePE,4
VoiceMOS2023Track2-B01-SF1-IDF1-30009,03586Lbk4vMB,5
VoiceMOS2023Track2-B01-SF1-IDF1-30009,MOdKoBAv87L9,2
VoiceMOS2023Track2-B01-SF1-IDF1-30009,RAGKXNy2QV2k,2
VoiceMOS2023Track2-B01-SF1-IDF1-30009,eMw8BqOOQGa6,1
VoiceMOS2023Track2-B01-SF1-IDF1-30009,ovRKaDAm83kG,4
VoiceMOS2023Track2-B01-SF1-IDF1-30009,ovRKaDL283kG,3
VoiceMOS2023Track2-B01-SF1-IDF1-30010,03586LGy4vMB,4
VoiceMOS2023Track2-B01-SF1-IDF1-30010,75LQLXj7Qwyp,4
VoiceMOS2023Track2-B01-SF1-IDF1-30010,921KVP0gQEXJ,3
VoiceMOS2023Track2-B01-SF1-IDF1-30010,MNZ8D2M24B9Y,4
VoiceMOS2023Track2-B01-SF1-IDF1-30010,ZxdQpXAXQJlr,4
VoiceMOS2023Track2-B01-SF1-IDF1-30011,D7G8kJqDQoJg,3
VoiceMOS2023Track2-B01-SF1-IDF1-30011,Oye4AOAz87vG,4
VoiceMOS2023Track2-B01-SF1-IDF1-30011,eMw8Bqe5QGa6,3
VoiceMOS2023Track2-B01-SF1-IDF1-30011,jzV4Jyv5K2R7,3
VoiceMOS2023Track2-B01-SF1-IDF1-30011,mPgK0BvjQX76,5
VoiceMOS2023Track2-B01-SF1-IDF1-30012,10q8rw6NK2gE,5
VoiceMOS2023Track2-B01-SF1-IDF1-30012,10q8rwbdK2gE,2
VoiceMOS2023Track2-B01-SF1-IDF1-30012,10q8rzAk82gE,4
VoiceMOS2023Track2-B01-SF1-IDF1-30012,921KVPRmQEXJ,3
VoiceMOS2023Track2-B01-SF1-IDF1-30012,D7G8kJm2QoJg,5
VoiceMOS2023Track2-B01-SF1-IDF1-30012,dXkQwewWKr36,4
VoiceMOS2023Track2-B01-SF1-IDF1-30014,15dQnBjqQOxP,3
VoiceMOS2023Track2-B01-SF1-IDF1-30014,DgqQ2OVW8AMo,4
VoiceMOS2023Track2-B01-SF1-IDF1-30014,MNZ8D2d24B9Y,3
VoiceMOS2023Track2-B01-SF1-IDF1-30014,WRm85VRlKDqA,3
VoiceMOS2023Track2-B01-SF1-IDF1-30014,bgz8qReOKPVN,3
VoiceMOS2023Track2-B01-SF1-IDF1-30014,eMw8BqzdQGa6,4
VoiceMOS2023Track2-B01-SF1-IDF1-30014,kbJ4lPAW4NpM,4
VoiceMOS2023Track2-B01-SF1-IDF1-30015,VDmQ7Lkb81Yg,3
VoiceMOS2023Track2-B01-SF1-IDF1-30015,ZxdQpXAXQJlr,5
VoiceMOS2023Track2-B01-SF1-IDF1-30015,kbJ4lXAz4NpM,3
VoiceMOS2023Track2-B01-SF1-IDF1-30015,oXn8vVAk8GYl,4
VoiceMOS2023Track2-B01-SF1-IDF1-30015,oXn8vyBEQGYl,5
VoiceMOS2023Track2-B01-SF1-IDF1-30015,pkdQmJeW8Z1N,5
VoiceMOS2023Track2-B01-SF1-IDF1-30016,DgqQ2XY2KAMo,4
VoiceMOS2023Track2-B01-SF1-IDF1-30016,Oye4APAlK7vG,4
VoiceMOS2023Track2-B01-SF1-IDF1-30016,Px249bMJQkgb,4
VoiceMOS2023Track2-B01-SF1-IDF1-30016,eMw8Bq9bQGa6,3
VoiceMOS2023Track2-B01-SF1-IDF1-30016,ovRKaDrd83kG,3
VoiceMOS2023Track2-B01-SF1-IDF1-30017,10q8rwrNK2gE,3
VoiceMOS2023Track2-B01-SF1-IDF1-30017,9a18Rd2N4V2w,4
VoiceMOS2023Track2-B01-SF1-IDF1-30017,DEN4P9r0QJkP,2
VoiceMOS2023Track2-B01-SF1-IDF1-30017,Eam8znR987Mx,5
VoiceMOS2023Track2-B01-SF1-IDF1-30017,VbPKe7A5Q3e6,3
VoiceMOS2023Track2-B01-SF1-IDF1-30017,bgL4b2e74jvA,3
VoiceMOS2023Track2-B01-SF1-IDF1-30017,pkdQmXAN4Z1N,4
VoiceMOS2023Track2-B01-SF1-IDF1-30018,3N78G0pmKJPn,1
VoiceMOS2023Track2-B01-SF1-IDF1-30018,Eam8znm987Mx,4
VoiceMOS2023Track2-B01-SF1-IDF1-30018,Oye4APXrK7vG,4
VoiceMOS2023Track2-B01-SF1-IDF1-30018,RAGKXPo3KV2k,4
VoiceMOS2023Track2-B01-SF1-IDF1-30018,rXG81VB1KLJN,4
VoiceMOS2023Track2-B01-SF1-IDF1-30019,MNZ8D2d94B9Y,4
