wav_path,system_id,sample_id,avg_score,answer
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt71be89e.wav,sysa0656,utt71be89e,2.5,2.5935502
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt0fe6cdb.wav,sysa0656,utt0fe6cdb,1.875,1.3806144
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt50ff88a.wav,sysa0656,utt50ff88a,2.75,1.6497016
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt1d0b2b1.wav,sysa0656,utt1d0b2b1,1.625,2.0686147
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt4a06fa0.wav,sysa0656,utt4a06fa0,2.875,3.3203628
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-uttdf1a9fc.wav,sysa0656,uttdf1a9fc,2.25,3.3709493
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-uttef018ca.wav,sysa0656,uttef018ca,1.625,2.1397285
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-uttfaa2eb1.wav,sysa0656,uttfaa2eb1,1.375,1.9468316
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysa0656-utt1c87930.wav,sysa0656,utt1c87930,1.875,1.9724215
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utt3619cbc.wav,sys50bf1,utt3619cbc,2.0,1.4146779
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utt3e8a813.wav,sys50bf1,utt3e8a813,1.0,1.2597964
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-uttabb786a.wav,sys50bf1,uttabb786a,1.375,1.2825881
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utt090874c.wav,sys50bf1,utt090874c,2.0,1.3751647
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utta76dead.wav,sys50bf1,utta76dead,1.5,2.1761873
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utt4d6b191.wav,sys50bf1,utt4d6b191,1.25,1.4080288
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-uttfc6bde6.wav,sys50bf1,uttfc6bde6,1.125,1.2532352
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utt5087c1f.wav,sys50bf1,utt5087c1f,1.5,1.2656168
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50bf1-utte8f99d4.wav,sys50bf1,utte8f99d4,1.0,1.2579722
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt0967fe1.wav,sys8e2bf,utt0967fe1,4.0,2.8356915
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utte787ab0.wav,sys8e2bf,utte787ab0,1.625,1.5147127
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utte2a9213.wav,sys8e2bf,utte2a9213,2.0,1.6370698
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt35b9cf6.wav,sys8e2bf,utt35b9cf6,2.125,2.5183585
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt38d4d9e.wav,sys8e2bf,utt38d4d9e,3.375,2.6617455
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt2dcd811.wav,sys8e2bf,utt2dcd811,2.5,2.5679147
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt875023d.wav,sys8e2bf,utt875023d,2.5,2.4958487
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt5843c1c.wav,sys8e2bf,utt5843c1c,2.5,2.5468245
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys8e2bf-utt929f76a.wav,sys8e2bf,utt929f76a,2.625,2.6804326
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt556e3cc.wav,sysbce79,utt556e3cc,3.25,3.813968
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-uttc00f4a0.wav,sysbce79,uttc00f4a0,2.875,1.9227476
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt8dcedbd.wav,sysbce79,utt8dcedbd,2.25,2.2050557
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt2da327a.wav,sysbce79,utt2da327a,3.0,2.5739276
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt3d4fe44.wav,sysbce79,utt3d4fe44,2.875,3.060299
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt2829fe6.wav,sysbce79,utt2829fe6,2.25,3.0184956
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-uttbcf5025.wav,sysbce79,uttbcf5025,2.5,2.5510259
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-utt209141c.wav,sysbce79,utt209141c,2.375,2.7066953
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysbce79-uttd06c421.wav,sysbce79,uttd06c421,2.375,2.9094884
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utt071cf5a.wav,sysf7f3d,utt071cf5a,2.75,2.8436425
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utt938d6ad.wav,sysf7f3d,utt938d6ad,2.0,1.4371711
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utt80bcde9.wav,sysf7f3d,utt80bcde9,1.875,1.9716047
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-uttc00768c.wav,sysf7f3d,uttc00768c,2.375,2.389088
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utt95a0ce8.wav,sysf7f3d,utt95a0ce8,3.25,2.865749
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utte944b93.wav,sysf7f3d,utte944b93,2.625,2.911025
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utt0c3d9b8.wav,sysf7f3d,utt0c3d9b8,2.625,2.2441041
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-utta2f1a5f.wav,sysf7f3d,utta2f1a5f,2.25,2.6277232
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysf7f3d-uttd912584.wav,sysf7f3d,uttd912584,2.875,2.863629
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-uttcb35310.wav,sys36d71,uttcb35310,2.25,2.048181
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt64baa14.wav,sys36d71,utt64baa14,1.625,1.489112
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt0061eb8.wav,sys36d71,utt0061eb8,1.875,1.5102925
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utte6011e5.wav,sys36d71,utte6011e5,1.75,1.6387156
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt33cd485.wav,sys36d71,utt33cd485,2.0,2.0640256
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-uttaea53e0.wav,sys36d71,uttaea53e0,1.125,1.4634807
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt5df89ec.wav,sys36d71,utt5df89ec,1.5,1.6758221
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt483f29c.wav,sys36d71,utt483f29c,1.75,1.6731029
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys36d71-utt07ad220.wav,sys36d71,utt07ad220,1.25,1.7491511
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-utt5bc90c5.wav,sysc02df,utt5bc90c5,3.5,3.826844
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-utt9f80d44.wav,sysc02df,utt9f80d44,1.625,2.8580632
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-uttedf68a8.wav,sysc02df,uttedf68a8,3.0,2.9392357
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-uttf65c375.wav,sysc02df,uttf65c375,3.875,3.6091466
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-utt1efd928.wav,sysc02df,utt1efd928,3.5,3.302464
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-uttebf053d.wav,sysc02df,uttebf053d,1.125,2.4326673
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-uttb5eb50e.wav,sysc02df,uttb5eb50e,2.0,2.2906373
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-utt8b66f83.wav,sysc02df,utt8b66f83,2.5,2.8282375
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysc02df-utt45b98aa.wav,sysc02df,utt45b98aa,2.5,2.9213917
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt0069001.wav,sysd6a96,utt0069001,2.125,2.9239209
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-uttbd8e458.wav,sysd6a96,uttbd8e458,2.0,1.6251706
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt1394689.wav,sysd6a96,utt1394689,2.625,2.914799
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt1353db7.wav,sysd6a96,utt1353db7,2.625,2.9728498
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt145d334.wav,sysd6a96,utt145d334,4.25,3.0095036
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt5c18559.wav,sysd6a96,utt5c18559,2.5,3.3668883
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-uttccf9f6e.wav,sysd6a96,uttccf9f6e,3.0,3.086773
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt9f9dcc8.wav,sysd6a96,utt9f9dcc8,2.875,3.3200374
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sysd6a96-utt8c28406.wav,sysd6a96,utt8c28406,2.375,3.0451076
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt8ffc415.wav,sys50848,utt8ffc415,2.25,2.904782
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt5acd2a4.wav,sys50848,utt5acd2a4,1.25,2.176904
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt7ea3150.wav,sys50848,utt7ea3150,2.875,2.4410276
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utta587752.wav,sys50848,utta587752,2.875,3.3163486
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt2f953a3.wav,sys50848,utt2f953a3,3.375,3.029557
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt0d9bdc8.wav,sys50848,utt0d9bdc8,2.125,2.7978845
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-uttaa76e94.wav,sys50848,uttaa76e94,3.0,2.402026
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt77d859e.wav,sys50848,utt77d859e,3.375,3.1690137
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys50848-utt30dfa3f.wav,sys50848,utt30dfa3f,3.375,2.928221
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt226bea8.wav,sys372fe,utt226bea8,3.25,3.1478417
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-uttfccd795.wav,sys372fe,uttfccd795,2.0,1.6125451
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt79b5c9f.wav,sys372fe,utt79b5c9f,1.875,1.5162488
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt7433567.wav,sys372fe,utt7433567,2.25,1.4166802
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-uttd8bdda4.wav,sys372fe,uttd8bdda4,2.375,3.0436096
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt3e5d0d8.wav,sys372fe,utt3e5d0d8,2.375,2.1056106
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt7a4bf54.wav,sys372fe,utt7a4bf54,1.875,1.9584401
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt3e3b393.wav,sys372fe,utt3e3b393,2.25,2.4918988
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys372fe-utt577466e.wav,sys372fe,utt577466e,2.5,2.2707343
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-uttf346e3e.wav,sys9525c,uttf346e3e,1.0,1.2841898
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utt6dd4483.wav,sys9525c,utt6dd4483,1.5,1.2797246
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utt733bae7.wav,sys9525c,utt733bae7,1.625,1.6450111
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-uttb311dd7.wav,sys9525c,uttb311dd7,1.125,1.4639189
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utt807733a.wav,sys9525c,utt807733a,2.25,1.7935989
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utt1d9cd4b.wav,sys9525c,utt1d9cd4b,1.125,1.4138473
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utta869f0c.wav,sys9525c,utta869f0c,1.75,1.2654184
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-uttf212895.wav,sys9525c,uttf212895,1.125,1.2593156
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys9525c-utt6686518.wav,sys9525c,utt6686518,1.0,1.2820174
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-uttbc85bbc.wav,sys92962,uttbc85bbc,4.25,4.447425
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-utte148ec5.wav,sys92962,utte148ec5,3.125,3.2400398
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-utt06b0070.wav,sys92962,utt06b0070,3.75,3.3347836
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-uttd3f2853.wav,sys92962,uttd3f2853,3.625,3.9651392
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-utt27fab71.wav,sys92962,utt27fab71,4.75,4.4040885
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-uttb5e1482.wav,sys92962,uttb5e1482,4.375,4.2661877
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-utt8679dca.wav,sys92962,utt8679dca,4.125,4.292453
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-utt644670d.wav,sys92962,utt644670d,4.125,4.1677895
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys92962-uttf05fd4c.wav,sys92962,uttf05fd4c,4.0,4.21456
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-uttb42de0f.wav,sys4017d,uttb42de0f,4.875,4.50035
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-uttd5b20aa.wav,sys4017d,uttd5b20aa,3.75,4.2624326
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-utt51047cc.wav,sys4017d,utt51047cc,3.5,3.7292852
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-uttf50aaee.wav,sys4017d,uttf50aaee,4.0,4.1992354
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-utteaad928.wav,sys4017d,utteaad928,3.625,4.340988
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-uttab081d1.wav,sys4017d,uttab081d1,4.875,4.4712496
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-utt9584638.wav,sys4017d,utt9584638,4.25,4.447255
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-uttaa6ec87.wav,sys4017d,uttaa6ec87,4.0,4.45295
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys4017d-utt6457d0c.wav,sys4017d,utt6457d0c,4.375,4.425828
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt69e5086.wav,sys91caa,utt69e5086,2.125,2.9908223
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttaee7629.wav,sys91caa,uttaee7629,3.0,3.213909
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt0ca131c.wav,sys91caa,utt0ca131c,2.75,3.608215
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttb80b406.wav,sys91caa,uttb80b406,3.0,3.3140059
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt9459d46.wav,sys91caa,utt9459d46,2.5,3.3255029
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttfa503fc.wav,sys91caa,uttfa503fc,2.625,3.1467228
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttdf00646.wav,sys91caa,uttdf00646,3.625,3.2574022
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt9ed06b2.wav,sys91caa,utt9ed06b2,3.0,3.296176
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt39e1e6c.wav,sys91caa,utt39e1e6c,2.25,3.1635673
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt2b38b6e.wav,sys91caa,utt2b38b6e,2.875,3.144784
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utte6fd033.wav,sys91caa,utte6fd033,2.75,3.2458858
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt8685cfc.wav,sys91caa,utt8685cfc,3.0,3.3447762
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt66c055e.wav,sys91caa,utt66c055e,2.75,3.3724418
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-utt0616a39.wav,sys91caa,utt0616a39,3.125,3.2771962
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttef9ea23.wav,sys91caa,uttef9ea23,2.5,2.8362105
/data/group1/z44476r/Corpora/BVCC/main/DATA/wav/sys91caa-uttcb9eaac.wav,sys91caa,uttcb9eaac,3.0,3.1390078
