wav_path,system_id,sample_id,speaker_id,duration_ms,score
train/audio162.wav,audio162,audio162,A3,3099.8125,4.0
train/audio90.wav,audio90,audio90,A3,4191.1875,1.0
train/audio180.wav,audio180,audio180,A3,2867.625,1.0
train/audio20.wav,audio20,audio20,A3,4179.5625,1.5
train/audio78.wav,audio78,audio78,A3,3030.1875,2.0
train/audio18.wav,audio18,audio18,A3,3657.125,1.0
train/audio12.wav,audio12,audio12,A3,3912.5,1.0
train/audio172.wav,audio172,audio172,A3,4109.875,3.0
train/audio149.wav,audio149,audio149,A3,4017.0,1.0
train/audio52.wav,audio52,audio52,A3,4156.3125,1.0
train/audio34.wav,audio34,audio34,A3,2345.1875,1.0
train/audio126.wav,audio126,audio126,A3,3610.6875,1.0
train/audio111.wav,audio111,audio111,A3,3494.5625,1.0
train/audio193.wav,audio193,audio193,A3,3111.4375,4.0
train/audio178.wav,audio178,audio178,A3,3274.0,4.0
train/audio109.wav,audio109,audio109,A3,6060.375,3.0
train/audio4.wav,audio4,audio4,A3,3645.5,2.0
train/audio36.wav,audio36,audio36,A3,2589.0,4.0
train/audio159.wav,audio159,audio159,A3,2948.875,1.0
train/audio59.wav,audio59,audio59,A3,2670.25,1.0
train/audio147.wav,audio147,audio147,A3,3993.8125,2.0
train/audio188.wav,audio188,audio188,A3,4284.0625,1.0
train/audio2.wav,audio2,audio2,A3,2438.0625,3.0
train/audio40.wav,audio40,audio40,A3,3842.875,5.0
train/audio46.wav,audio46,audio46,A3,3065.0,4.0
train/audio100.wav,audio100,audio100,A3,3564.25,1.0
train/audio181.wav,audio181,audio181,A3,4400.125,2.5
train/audio167.wav,audio167,audio167,A3,5804.9375,3.0
train/audio74.wav,audio74,audio74,A3,4400.125,1.0
train/audio194.wav,audio194,audio194,A3,3192.6875,1.0
train/audio56.wav,audio56,audio56,A3,3889.3125,4.0
train/audio106.wav,audio106,audio106,A3,4144.75,1.0
train/audio39.wav,audio39,audio39,A3,2925.6875,1.0
train/audio27.wav,audio27,audio27,A3,3993.8125,2.0
train/audio26.wav,audio26,audio26,A3,2716.6875,1.0
train/audio42.wav,audio42,audio42,A3,4295.6875,1.0
train/audio171.wav,audio171,audio171,A3,3982.1875,1.0
train/audio153.wav,audio153,audio153,A3,3494.5625,1.0
train/audio198.wav,audio198,audio198,A3,3157.875,1.0
train/audio138.wav,audio138,audio138,A3,2681.875,2.0
train/audio183.wav,audio183,audio183,A3,4133.125,1.0
train/audio154.wav,audio154,audio154,A3,3970.5625,1.0
train/audio118.wav,audio118,audio118,A3,3715.1875,1.0
train/audio173.wav,audio173,audio173,A3,3065.0,1.0
train/audio113.wav,audio113,audio113,A3,3018.5625,1.0
train/audio169.wav,audio169,audio169,A3,3842.875,2.5
train/audio136.wav,audio136,audio136,A3,2287.125,1.0
train/audio29.wav,audio29,audio29,A3,5735.3125,1.0
train/audio79.wav,audio79,audio79,A3,3529.375,1.0
train/audio64.wav,audio64,audio64,A3,2798.0,4.0
train/audio130.wav,audio130,audio130,A3,3099.8125,3.0
train/audio158.wav,audio158,audio158,A3,3471.375,1.5
train/audio68.wav,audio68,audio68,A3,3924.125,2.0
train/audio161.wav,audio161,audio161,A3,2600.625,1.0
train/audio33.wav,audio33,audio33,A3,3529.375,1.5
train/audio13.wav,audio13,audio13,A3,2472.875,3.0
train/audio143.wav,audio143,audio143,A3,2542.5625,1.0
train/audio19.wav,audio19,audio19,A3,3645.5,3.0
train/audio86.wav,audio86,audio86,A3,3668.75,2.0
train/audio116.wav,audio116,audio116,A3,5700.4375,1.0
train/audio63.wav,audio63,audio63,A3,3645.5,1.5
train/audio150.wav,audio150,audio150,A3,4017.0,5.0
train/audio189.wav,audio189,audio189,A3,5863.0,1.0
train/audio101.wav,audio101,audio101,A3,3006.9375,1.0
train/audio192.wav,audio192,audio192,A3,3750.0,1.0
train/audio195.wav,audio195,audio195,A3,3552.625,1.0
train/audio168.wav,audio168,audio168,A3,4121.5,2.0
train/audio124.wav,audio124,audio124,A3,4841.3125,1.0
train/audio38.wav,audio38,audio38,A3,3366.875,1.0
train/audio16.wav,audio16,audio16,A3,2403.25,1.0
train/audio117.wav,audio117,audio117,A3,3285.5625,3.0
train/audio47.wav,audio47,audio47,A3,4504.625,1.0
train/audio107.wav,audio107,audio107,A3,3088.25,1.0
train/audio85.wav,audio85,audio85,A3,2867.625,1.0
train/audio84.wav,audio84,audio84,A3,2658.625,1.0
train/audio80.wav,audio80,audio80,A3,3959.0,1.0
train/audio6.wav,audio6,audio6,A3,2635.4375,3.0
train/audio75.wav,audio75,audio75,A3,2890.875,3.0
train/audio66.wav,audio66,audio66,A3,5723.6875,1.0
train/audio146.wav,audio146,audio146,A3,5909.4375,3.0
train/audio132.wav,audio132,audio132,A3,3726.75,1.0
train/audio190.wav,audio190,audio190,A3,4086.6875,3.0
train/audio1.wav,audio1,audio1,A3,2577.375,1.0
train/audio9.wav,audio9,audio9,A3,3494.5625,3.5
train/audio121.wav,audio121,audio121,A3,4690.375,2.0
train/audio135.wav,audio135,audio135,A3,3564.25,1.0
train/audio134.wav,audio134,audio134,A3,3448.125,2.0
train/audio129.wav,audio129,audio129,A3,3877.6875,4.0
train/audio112.wav,audio112,audio112,A3,3297.1875,2.0
train/audio93.wav,audio93,audio93,A3,3053.375,1.0
train/audio104.wav,audio104,audio104,A3,3448.125,1.5
train/audio96.wav,audio96,audio96,A3,3297.1875,1.0
train/audio15.wav,audio15,audio15,A3,3215.9375,2.5
train/audio98.wav,audio98,audio98,A3,3053.375,1.0
train/audio30.wav,audio30,audio30,A3,4504.625,2.0
train/audio127.wav,audio127,audio127,A3,4655.5625,1.0
train/audio10.wav,audio10,audio10,A3,3030.1875,2.0
train/audio95.wav,audio95,audio95,A3,3006.9375,1.0
train/audio8.wav,audio8,audio8,A3,5189.625,1.0
train/audio123.wav,audio123,audio123,A3,3529.375,1.0
train/audio196.wav,audio196,audio196,A3,4423.375,5.0
train/audio23.wav,audio23,audio23,A3,3494.5625,1.0
train/audio48.wav,audio48,audio48,A3,2879.25,1.0
train/audio11.wav,audio11,audio11,A3,5955.875,3.0
train/audio166.wav,audio166,audio166,A3,3065.0,1.0
train/audio76.wav,audio76,audio76,A3,2577.375,5.0
train/audio43.wav,audio43,audio43,A3,4597.5,3.0
train/audio60.wav,audio60,audio60,A3,4179.5625,1.0
train/audio81.wav,audio81,audio81,A3,4655.5625,1.0
train/audio105.wav,audio105,audio105,A3,2577.375,4.0
train/9.wav,9,9,A9,2666.625,1.0
train/8.wav,8,8,A9,2797.1875,1.0
train/5.wav,5,5,A9,2353.125,2.0
train/4.wav,4,4,A9,3398.0,1.0
train/7.wav,7,7,A9,1203.75,3.5
train/tts_dev_thomas_40.wav,tts_dev_thomas_40,tts_dev_thomas_40,A5,5809.9375,1.0
train/tts_dev_thomas_22.wav,tts_dev_thomas_22,tts_dev_thomas_22,A5,2185.9375,1.0
train/tts_dev_thomas_57.wav,tts_dev_thomas_57,tts_dev_thomas_57,A5,2089.9375,1.0
train/tts_dev_thomas_71.wav,tts_dev_thomas_71,tts_dev_thomas_71,A5,6745.9375,1.0
train/tts_dev_thomas_39.wav,tts_dev_thomas_39,tts_dev_thomas_39,A5,2137.9375,1.5
train/tts_dev_thomas_11.wav,tts_dev_thomas_11,tts_dev_thomas_11,A5,9073.9375,1.0
train/tts_dev_thomas_63.wav,tts_dev_thomas_63,tts_dev_thomas_63,A5,2353.9375,1.0
train/tts_dev_thomas_52.wav,tts_dev_thomas_52,tts_dev_thomas_52,A5,6289.9375,2.0
train/tts_dev_thomas_60.wav,tts_dev_thomas_60,tts_dev_thomas_60,A5,4153.9375,1.0
train/tts_dev_thomas_84.wav,tts_dev_thomas_84,tts_dev_thomas_84,A5,2545.9375,1.0
train/tts_dev_thomas_88.wav,tts_dev_thomas_88,tts_dev_thomas_88,A5,6673.9375,1.0
train/tts_dev_thomas_9.wav,tts_dev_thomas_9,tts_dev_thomas_9,A5,3721.9375,1.5
train/tts_dev_thomas_5.wav,tts_dev_thomas_5,tts_dev_thomas_5,A5,2041.9375,1.0
train/tts_dev_thomas_80.wav,tts_dev_thomas_80,tts_dev_thomas_80,A5,5473.9375,1.0
train/tts_dev_thomas_43.wav,tts_dev_thomas_43,tts_dev_thomas_43,A5,4249.9375,2.0
train/tts_dev_thomas_53.wav,tts_dev_thomas_53,tts_dev_thomas_53,A5,1705.9375,1.0
train/tts_dev_thomas_75.wav,tts_dev_thomas_75,tts_dev_thomas_75,A5,3121.9375,1.0
train/tts_dev_thomas_86.wav,tts_dev_thomas_86,tts_dev_thomas_86,A5,3577.9375,2.0
train/tts_dev_thomas_64.wav,tts_dev_thomas_64,tts_dev_thomas_64,A5,2401.9375,1.0
train/tts_dev_thomas_95.wav,tts_dev_thomas_95,tts_dev_thomas_95,A5,1513.9375,2.0
train/tts_dev_thomas_38.wav,tts_dev_thomas_38,tts_dev_thomas_38,A5,2377.9375,1.0
train/tts_dev_thomas_6.wav,tts_dev_thomas_6,tts_dev_thomas_6,A5,2041.9375,1.0
train/tts_dev_thomas_62.wav,tts_dev_thomas_62,tts_dev_thomas_62,A5,6121.9375,1.0
train/tts_dev_thomas_58.wav,tts_dev_thomas_58,tts_dev_thomas_58,A5,3169.9375,1.0
train/tts_dev_thomas_15.wav,tts_dev_thomas_15,tts_dev_thomas_15,A5,2641.9375,1.0
train/tts_dev_thomas_30.wav,tts_dev_thomas_30,tts_dev_thomas_30,A5,6049.9375,2.0
train/tts_dev_thomas_20.wav,tts_dev_thomas_20,tts_dev_thomas_20,A5,5953.9375,1.0
train/tts_dev_thomas_1.wav,tts_dev_thomas_1,tts_dev_thomas_1,A5,2785.9375,1.0
train/tts_dev_thomas_50.wav,tts_dev_thomas_50,tts_dev_thomas_50,A5,7009.9375,1.0
train/tts_dev_thomas_35.wav,tts_dev_thomas_35,tts_dev_thomas_35,A5,4849.9375,1.0
train/tts_dev_thomas_18.wav,tts_dev_thomas_18,tts_dev_thomas_18,A5,2953.9375,2.0
train/tts_dev_thomas_65.wav,tts_dev_thomas_65,tts_dev_thomas_65,A5,4825.9375,1.0
train/tts_dev_thomas_41.wav,tts_dev_thomas_41,tts_dev_thomas_41,A5,2473.9375,1.0
train/tts_dev_thomas_98.wav,tts_dev_thomas_98,tts_dev_thomas_98,A5,2473.9375,2.5
train/tts_dev_thomas_33.wav,tts_dev_thomas_33,tts_dev_thomas_33,A5,4057.9375,1.0
train/tts_dev_thomas_4.wav,tts_dev_thomas_4,tts_dev_thomas_4,A5,6121.9375,2.0
train/tts_dev_thomas_16.wav,tts_dev_thomas_16,tts_dev_thomas_16,A5,3313.9375,1.0
train/tts_dev_thomas_93.wav,tts_dev_thomas_93,tts_dev_thomas_93,A5,2473.9375,3.0
train/tts_dev_thomas_97.wav,tts_dev_thomas_97,tts_dev_thomas_97,A5,4105.9375,3.0
train/tts_dev_thomas_96.wav,tts_dev_thomas_96,tts_dev_thomas_96,A5,2569.9375,1.0
train/tts_dev_thomas_13.wav,tts_dev_thomas_13,tts_dev_thomas_13,A5,2185.9375,1.5
train/tts_dev_thomas_76.wav,tts_dev_thomas_76,tts_dev_thomas_76,A5,2089.9375,1.0
train/tts_dev_thomas_7.wav,tts_dev_thomas_7,tts_dev_thomas_7,A5,5209.9375,1.0
train/tts_dev_thomas_14.wav,tts_dev_thomas_14,tts_dev_thomas_14,A5,5137.9375,1.0
train/tts_dev_thomas_44.wav,tts_dev_thomas_44,tts_dev_thomas_44,A5,5257.9375,1.0
train/tts_dev_thomas_19.wav,tts_dev_thomas_19,tts_dev_thomas_19,A5,4513.9375,1.0
train/tts_dev_thomas_10.wav,tts_dev_thomas_10,tts_dev_thomas_10,A5,2929.9375,1.0
train/tts_dev_thomas_87.wav,tts_dev_thomas_87,tts_dev_thomas_87,A5,4033.9375,2.0
train/tts_dev_thomas_46.wav,tts_dev_thomas_46,tts_dev_thomas_46,A5,4033.9375,2.0
train/tts_dev_thomas_91.wav,tts_dev_thomas_91,tts_dev_thomas_91,A5,3865.9375,3.0
train/tts_dev_thomas_48.wav,tts_dev_thomas_48,tts_dev_thomas_48,A5,4249.9375,1.0
train/tts_dev_thomas_81.wav,tts_dev_thomas_81,tts_dev_thomas_81,A5,6337.9375,1.0
train/tts_dev_thomas_29.wav,tts_dev_thomas_29,tts_dev_thomas_29,A5,8089.9375,2.0
train/tts_dev_thomas_77.wav,tts_dev_thomas_77,tts_dev_thomas_77,A5,3241.9375,1.0
train/tts_dev_thomas_72.wav,tts_dev_thomas_72,tts_dev_thomas_72,A5,3601.9375,2.0
train/tts_dev_thomas_70.wav,tts_dev_thomas_70,tts_dev_thomas_70,A5,6793.9375,1.5
train/tts_dev_thomas_25.wav,tts_dev_thomas_25,tts_dev_thomas_25,A5,3577.9375,2.0
train/tts_dev_thomas_2.wav,tts_dev_thomas_2,tts_dev_thomas_2,A5,2401.9375,2.0
train/tts_dev_thomas_78.wav,tts_dev_thomas_78,tts_dev_thomas_78,A5,2833.9375,2.0
train/tts_dev_thomas_69.wav,tts_dev_thomas_69,tts_dev_thomas_69,A5,3337.9375,2.0
train/tts_dev_thomas_27.wav,tts_dev_thomas_27,tts_dev_thomas_27,A5,2857.9375,2.0
train/tts_dev_thomas_28.wav,tts_dev_thomas_28,tts_dev_thomas_28,A5,6985.9375,1.0
train/tts_dev_thomas_54.wav,tts_dev_thomas_54,tts_dev_thomas_54,A5,3145.9375,1.0
train/tts_dev_thomas_90.wav,tts_dev_thomas_90,tts_dev_thomas_90,A5,3553.9375,2.0
train/tts_dev_thomas_83.wav,tts_dev_thomas_83,tts_dev_thomas_83,A5,6217.9375,2.0
train/tts_dev_thomas_68.wav,tts_dev_thomas_68,tts_dev_thomas_68,A5,4345.9375,2.0
train/tts_dev_thomas_56.wav,tts_dev_thomas_56,tts_dev_thomas_56,A5,4825.9375,2.0
train/tts_dev_thomas_74.wav,tts_dev_thomas_74,tts_dev_thomas_74,A5,3817.9375,1.0
train/tts_dev_thomas_94.wav,tts_dev_thomas_94,tts_dev_thomas_94,A5,1897.9375,1.0
train/tts_dev_thomas_89.wav,tts_dev_thomas_89,tts_dev_thomas_89,A5,4225.9375,1.0
train/tts_dev_thomas_85.wav,tts_dev_thomas_85,tts_dev_thomas_85,A5,2545.9375,1.0
train/tts_dev_thomas_49.wav,tts_dev_thomas_49,tts_dev_thomas_49,A5,3745.9375,2.0
train/tts_dev_thomas_21.wav,tts_dev_thomas_21,tts_dev_thomas_21,A5,3409.9375,2.0
train/tts_dev_thomas_73.wav,tts_dev_thomas_73,tts_dev_thomas_73,A5,7297.9375,2.0
train/tts_dev_thomas_59.wav,tts_dev_thomas_59,tts_dev_thomas_59,A5,2809.9375,2.0
train/tts_dev_thomas_3.wav,tts_dev_thomas_3,tts_dev_thomas_3,A5,4105.9375,2.0
train/tts_dev_thomas_67.wav,tts_dev_thomas_67,tts_dev_thomas_67,A5,1513.9375,2.0
train/tts_dev_thomas_82.wav,tts_dev_thomas_82,tts_dev_thomas_82,A5,4225.9375,1.0
train/tts_dev_thomas_0.wav,tts_dev_thomas_0,tts_dev_thomas_0,A5,3553.9375,1.0
train/tts_dev_thomas_8.wav,tts_dev_thomas_8,tts_dev_thomas_8,A5,6409.9375,1.0
train/tts_dev_thomas_17.wav,tts_dev_thomas_17,tts_dev_thomas_17,A5,2809.9375,2.0
train/tts_dev_thomas_47.wav,tts_dev_thomas_47,tts_dev_thomas_47,A5,5761.9375,1.0
train/tts_dev_thomas_34.wav,tts_dev_thomas_34,tts_dev_thomas_34,A5,2185.9375,1.0
train/tts_dev_thomas_37.wav,tts_dev_thomas_37,tts_dev_thomas_37,A5,5785.9375,1.5
train/tts_dev_thomas_55.wav,tts_dev_thomas_55,tts_dev_thomas_55,A5,6121.9375,1.0
train/tts_dev_thomas_32.wav,tts_dev_thomas_32,tts_dev_thomas_32,A5,3769.9375,2.0
train/tts_dev_thomas_99.wav,tts_dev_thomas_99,tts_dev_thomas_99,A5,2929.9375,1.0
train/tts_dev_thomas_36.wav,tts_dev_thomas_36,tts_dev_thomas_36,A5,2401.9375,1.0
train/9.wav,9,9,A10,2509.875,1.0
train/8.wav,8,8,A10,2875.5625,2.0
train/5.wav,5,5,A10,1517.1875,1.0
train/4.wav,4,4,A10,2327.0,1.0
train/2.wav,2,2,A10,1726.1875,5.0
train/3.wav,3,3,A10,2536.0,2.0
train/6.wav,6,6,A10,2327.0,1.0
train/0.wav,0,0,A10,1909.0625,1.0
train/31.wav,31,31,A1,2229.0625,3.0
train/67.wav,67,67,A1,1091.3125,2.0
train/70.wav,70,70,A1,4690.375,1.0
train/23.wav,23,23,A1,2368.4375,1.0
train/40.wav,40,40,A1,4272.4375,4.0
train/8.wav,8,8,A1,4365.3125,2.5
train/55.wav,55,55,A1,4388.5625,1.5
train/54.wav,54,54,A1,2205.875,3.0
train/90.wav,90,90,A1,2670.25,2.0
train/27.wav,27,27,A1,2136.1875,2.0
train/60.wav,60,60,A1,3181.125,1.0
train/47.wav,47,47,A1,3413.3125,1.5
train/11.wav,11,11,A1,5944.3125,3.0
train/62.wav,62,62,A1,4388.5625,1.0
train/63.wav,63,63,A1,1787.9375,4.0
train/104.wav,104,104,A1,2136.1875,1.0
train/51.wav,51,51,A1,2205.875,1.0
train/65.wav,65,65,A1,3784.8125,2.0
train/41.wav,41,41,A1,1950.4375,1.0
train/20.wav,20,20,A1,4992.25,2.0
train/14.wav,14,14,A1,3854.5,3.0
train/79.wav,79,79,A1,2995.375,3.0
train/25.wav,25,25,A1,2786.375,1.0
train/26.wav,26,26,A1,2554.1875,1.0
train/38.wav,38,38,A1,1787.9375,2.0
train/59.wav,59,59,A1,2020.125,2.0
train/85.wav,85,85,A1,1973.6875,1.0
train/28.wav,28,28,A1,4783.3125,3.0
train/107.wav,107,107,A1,1555.6875,1.0
train/93.wav,93,93,A1,1950.4375,2.0
train/105.wav,105,105,A1,1787.9375,4.0
train/95.wav,95,95,A1,1091.3125,3.0
train/64.wav,64,64,A1,1671.8125,1.0
train/97.wav,97,97,A1,3204.3125,2.0
train/17.wav,17,17,A1,2275.5,2.0
train/19.wav,19,19,A1,3482.9375,1.5
train/15.wav,15,15,A1,1927.25,2.0
train/94.wav,94,94,A1,1509.25,1.5
train/33.wav,33,33,A1,2972.125,3.0
train/96.wav,96,96,A1,1927.25,5.0
train/72.wav,72,72,A1,2670.25,2.0
train/10.wav,10,10,A1,2043.3125,1.0
train/13.wav,13,13,A1,1741.5,1.0
train/83.wav,83,83,A1,4760.0625,1.0
train/22.wav,22,22,A1,1578.9375,1.0
train/2.wav,2,2,A1,1880.8125,1.0
train/101.wav,101,101,A1,2159.4375,1.0
train/89.wav,89,89,A1,2995.375,1.0
train/53.wav,53,53,A1,1323.5,1.0
train/106.wav,106,106,A1,4318.875,1.0
train/80.wav,80,80,A1,3784.8125,4.0
train/32.wav,32,32,A1,4202.8125,3.0
train/61.wav,61,61,A1,4527.875,1.0
train/76.wav,76,76,A1,1602.125,2.0
train/57.wav,57,57,A1,1462.8125,2.5
train/44.wav,44,44,A1,3738.375,1.0
train/109.wav,109,109,A1,5828.1875,1.0
train/71.wav,71,71,A1,4783.3125,1.0
train/3.wav,3,3,A1,2739.9375,1.0
train/49.wav,49,49,A1,2693.5,1.0
train/98.wav,98,98,A1,1950.4375,2.0
train/86.wav,86,86,A1,2786.375,2.0
train/29.wav,29,29,A1,5224.4375,3.5
train/12.wav,12,12,A1,2832.8125,3.0
train/56.wav,56,56,A1,3459.75,2.0
train/7.wav,7,7,A1,3831.25,1.0
train/82.wav,82,82,A1,3227.5625,1.0
train/69.wav,69,69,A1,2391.625,1.0
train/58.wav,58,58,A1,2554.1875,1.5
train/42.wav,42,42,A1,3808.0625,1.0
train/45.wav,45,45,A1,1323.5,1.0
train/103.wav,103,103,A1,1114.5625,3.0
train/16.wav,16,16,A1,2647.0625,3.0
train/39.wav,39,39,A1,1880.8125,1.5
train/6.wav,6,6,A1,1811.125,1.0
train/102.wav,102,102,A1,2577.375,1.0
train/0.wav,0,0,A1,2670.25,2.0
train/21.wav,21,21,A1,2461.3125,3.0
train/91.wav,91,91,A1,2925.6875,2.0
train/37.wav,37,37,A1,3784.8125,4.0
train/75.wav,75,75,A1,2229.0625,2.5
train/50.wav,50,50,A1,5433.4375,4.0
train/92.wav,92,92,A1,2066.5625,2.0
train/30.wav,30,30,A1,3924.125,2.0
train/24.wav,24,24,A1,2136.1875,1.5
train/18.wav,18,18,A1,2089.75,2.0
train/108.wav,108,108,A1,2530.9375,1.0
train/84.wav,84,84,A1,1857.5625,2.0
train/74.wav,74,74,A1,2739.9375,1.0
train/73.wav,73,73,A1,5363.8125,2.0
train/66.wav,66,66,A1,4249.25,1.0
train/46.wav,46,46,A1,2948.9375,1.0
train/77.wav,77,77,A1,2391.625,1.0
train/43.wav,43,43,A1,3088.25,4.0
train/9.wav,9,9,A8,2483.75,3.0
train/8.wav,8,8,A8,1647.8125,4.0
train/5.wav,5,5,A8,1987.4375,1.0
train/1.wav,1,1,A8,1804.5625,2.0
train/4.wav,4,4,A8,1020.875,3.0
train/10.wav,10,10,A8,1909.0625,2.0
train/2.wav,2,2,A8,1909.0625,5.0
train/3.wav,3,3,A8,2170.25,2.0
train/7.wav,7,7,A8,2327.0,4.0
train/6.wav,6,6,A8,1517.1875,3.0
train/31.wav,31,31,A2,4458.1875,1.0
train/67.wav,67,67,A2,1021.625,3.0
train/70.wav,70,70,A2,4574.3125,2.0
train/23.wav,23,23,A2,2205.875,2.0
train/40.wav,40,40,A2,3784.8125,2.0
train/8.wav,8,8,A2,4179.5625,3.0
train/55.wav,55,55,A2,4086.6875,3.0
train/110.wav,110,110,A2,1973.6875,5.0
train/54.wav,54,54,A2,2229.0625,2.0
train/90.wav,90,90,A2,2623.8125,2.0
train/99.wav,99,99,A2,2345.1875,2.0
train/1.wav,1,1,A2,1834.375,3.0
train/47.wav,47,47,A2,3250.75,4.0
train/11.wav,11,11,A2,5735.3125,1.0
train/62.wav,62,62,A2,4086.6875,2.0
train/36.wav,36,36,A2,1532.5,2.0
train/63.wav,63,63,A2,1439.625,3.0
train/104.wav,104,104,A2,2020.125,1.0
train/65.wav,65,65,A2,3250.75,5.0
train/41.wav,41,41,A2,1671.8125,1.0
train/111.wav,111,111,A2,3227.5625,4.0
train/20.wav,20,20,A2,3970.5625,2.0
train/81.wav,81,81,A2,3993.8125,2.0
train/14.wav,14,14,A2,3018.5625,1.0
train/79.wav,79,79,A2,2925.6875,4.0
train/25.wav,25,25,A2,2530.9375,2.0
train/26.wav,26,26,A2,2229.0625,4.0
train/38.wav,38,38,A2,1625.375,2.0
train/59.wav,59,59,A2,1904.0,3.0
train/85.wav,85,85,A2,1695.0,4.0
train/28.wav,28,28,A2,4504.625,2.0
train/107.wav,107,107,A2,1439.625,4.0
train/93.wav,93,93,A2,1671.8125,1.0
train/52.wav,52,52,A2,3715.1875,3.0
train/95.wav,95,95,A2,1021.625,1.0
train/64.wav,64,64,A2,1602.125,1.0
train/97.wav,97,97,A2,2925.6875,4.0
train/17.wav,17,17,A2,2043.3125,5.0
train/19.wav,19,19,A2,3181.125,3.0
train/100.wav,100,100,A2,1904.0,4.0
train/15.wav,15,15,A2,1718.25,2.0
train/94.wav,94,94,A2,1323.5,1.0
train/33.wav,33,33,A2,2693.5,1.0
train/72.wav,72,72,A2,2414.875,2.0
train/4.wav,4,4,A2,4017.0,4.0
train/10.wav,10,10,A2,1927.25,1.0
train/13.wav,13,13,A2,1602.125,3.0
train/83.wav,83,83,A2,4226.0,2.0
train/22.wav,22,22,A2,1346.75,1.0
train/101.wav,101,101,A2,2020.125,1.0
train/89.wav,89,89,A2,2925.6875,1.0
train/53.wav,53,53,A2,1161.0,1.5
train/106.wav,106,106,A2,4063.4375,2.0
train/76.wav,76,76,A2,1323.5,5.0
train/57.wav,57,57,A2,1346.75,1.0
train/44.wav,44,44,A2,3227.5625,2.0
train/109.wav,109,109,A2,5433.4375,2.5
train/71.wav,71,71,A2,4458.1875,2.0
train/3.wav,3,3,A2,2554.1875,2.0
train/98.wav,98,98,A2,1671.8125,2.0
train/86.wav,86,86,A2,2530.9375,4.0
train/7.wav,7,7,A2,3297.1875,4.0
train/82.wav,82,82,A2,3018.5625,1.0
train/69.wav,69,69,A2,2229.0625,4.0
train/78.wav,78,78,A2,1927.25,1.0
train/58.wav,58,58,A2,2159.4375,2.0
